,RNFS;ancramir;VDIRPA372;90.128.1.120;GenerarLog;2024216;8:29:49
186,(16/02/2024 9:57:57 a. m.) ;CargarArchivos;Carpeta creada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
187,(16/02/2024 9:57:57 a. m.) ;CargarArchivos; Respuesta Gdrive:
188,(16/02/2024 9:57:57 a. m.) ;CargarArchivos;Ocurrio un error al tratar de subir el archivo a Drive
189,"(16/02/2024 9:58:02 a. m.) ;CargarArchivos;Se ejecutara script: FechaConFormato.vbs Parametros: ""hoy"" ""ddmmyyyy"""
190,"(16/02/2024 9:58:03 a. m.) ;CargarArchivos;Script Ejecutado FechaConFormato.vbs output: ""16022024"""
191,(16/02/2024 9:58:03 a. m.) ;CargarArchivos;Carpeta Eliminada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
192,(16/02/2024 9:58:04 a. m.) ;CargarArchivos;Carpeta creada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
193,(16/02/2024 9:58:04 a. m.) ;CargarArchivos; Respuesta Gdrive:
194,(16/02/2024 9:58:04 a. m.) ;CargarArchivos;Ocurrio un error al tratar de subir el archivo a Drive
195,"(16/02/2024 9:58:05 a. m.) ;CargarArchivos;Se ejecutara script: FechaConFormato.vbs Parametros: ""hoy"" ""ddmmyyyy"""
196,"(16/02/2024 9:58:05 a. m.) ;CargarArchivos;Script Ejecutado FechaConFormato.vbs output: ""16022024"""
197,(16/02/2024 9:58:05 a. m.) ;CargarArchivos;Carpeta Eliminada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
198,(16/02/2024 9:58:06 a. m.) ;CargarArchivos;Carpeta creada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
199,(16/02/2024 9:58:07 a. m.) ;CargarArchivos; Respuesta Gdrive:
200,(16/02/2024 9:58:07 a. m.) ;CargarArchivos;Ocurrio un error al tratar de subir el archivo a Drive
201,(16/02/2024 9:58:12 a. m.) ;MaestraNotificaciones1;Correo enviado
202,RNFS;ancramir;VDIRPA372;90.128.1.120;GenerarLog;2024216;10:0:35
203,(16/02/2024 10:00:37 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo configuracion.json ID: 1oto3xGnesJQB3ZR61J05u1nlfOpTiJcs
204,(16/02/2024 10:00:38 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo Parametros.xlsx ID: 1qsx1GnRzLNn2Xvvfvws5mKyFlivQ48q1VeyI9lqE9ZU
205,(16/02/2024 10:00:45 a. m.) ;Configuracion;CMD; (Taskkill) ejecutado
206,(16/02/2024 10:00:45 a. m.) ;Configuracion;No aplica;Archivos eliminados de la carpeta 'Archivos'
207,(16/02/2024 10:00:45 a. m.) ;Configuracion;Cargue configuración exitoso
208,(16/02/2024 10:00:45 a. m.) ;MaestraNotificaciones1;Inicio Tarea
209,"(16/02/2024 10:00:46 a. m.) ;CargarArchivos;Se ejecutara script: FechaConFormato.vbs Parametros: ""hoy"" ""ddmmyyyy"""
210,"(16/02/2024 10:00:46 a. m.) ;CargarArchivos;Script Ejecutado FechaConFormato.vbs output: ""16022024"""
211,(16/02/2024 10:00:46 a. m.) ;CargarArchivos;Carpeta Eliminada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
212,(16/02/2024 10:00:47 a. m.) ;CargarArchivos;Carpeta creada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
213,(16/02/2024 10:00:48 a. m.) ;CargarArchivos; Respuesta Gdrive:
214,(16/02/2024 10:00:48 a. m.) ;CargarArchivos;Ocurrio un error al tratar de subir el archivo a Drive
215,(16/02/2024 10:00:49 a. m.) ;CargarArchivos;Finalizo Tarea
216,(16/02/2024 10:00:52 a. m.) ;MaestraNotificaciones1;Correo enviado
217,RNFS;ancramir;VDIRPA372;90.128.1.120;GenerarLog;2024216;10:5:44
218,(16/02/2024 10:05:46 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo configuracion.json ID: 1oto3xGnesJQB3ZR61J05u1nlfOpTiJcs
219,(16/02/2024 10:05:48 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo Parametros.xlsx ID: 1qsx1GnRzLNn2Xvvfvws5mKyFlivQ48q1VeyI9lqE9ZU
220,(16/02/2024 10:05:52 a. m.) ;Configuracion;CMD; (Taskkill) ejecutado
221,(16/02/2024 10:05:53 a. m.) ;Configuracion;No aplica;Archivos eliminados de la carpeta 'Archivos'
222,(16/02/2024 10:05:53 a. m.) ;Configuracion;Cargue configuración exitoso
223,(16/02/2024 10:05:53 a. m.) ;MaestraNotificaciones1;Inicio Tarea
224,"(16/02/2024 10:05:53 a. m.) ;CargarArchivos;Se ejecutara script: FechaConFormato.vbs Parametros: ""hoy"" ""ddmmyyyy"""
225,"(16/02/2024 10:05:54 a. m.) ;CargarArchivos;Script Ejecutado FechaConFormato.vbs output: ""16022024"""
226,(16/02/2024 10:05:54 a. m.) ;CargarArchivos;Carpeta Eliminada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
227,(16/02/2024 10:05:55 a. m.) ;CargarArchivos;Carpeta creada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
228,(16/02/2024 10:05:55 a. m.) ;CargarArchivos; Respuesta Gdrive:
229,(16/02/2024 10:05:55 a. m.) ;CargarArchivos;Ocurrio un error al tratar de subir el archivo a Drive
230,(16/02/2024 10:05:57 a. m.) ;CargarArchivos;Finalizo Tarea
231,(16/02/2024 10:06:00 a. m.) ;MaestraNotificaciones1;Correo enviado
232,RNFS;ancramir;VDIRPA372;90.128.1.120;GenerarLog;2024216;10:8:49
233,(16/02/2024 10:08:51 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo configuracion.json ID: 1oto3xGnesJQB3ZR61J05u1nlfOpTiJcs
234,(16/02/2024 10:08:52 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo Parametros.xlsx ID: 1qsx1GnRzLNn2Xvvfvws5mKyFlivQ48q1VeyI9lqE9ZU
235,(16/02/2024 10:08:57 a. m.) ;Configuracion;CMD; (Taskkill) ejecutado
236,(16/02/2024 10:08:57 a. m.) ;Configuracion;No aplica;Archivos eliminados de la carpeta 'Archivos'
237,(16/02/2024 10:08:57 a. m.) ;Configuracion;Cargue configuración exitoso
238,(16/02/2024 10:08:57 a. m.) ;MaestraNotificaciones1;Inicio Tarea
239,"(16/02/2024 10:08:58 a. m.) ;CargarArchivos;Se ejecutara script: FechaConFormato.vbs Parametros: ""hoy"" ""ddmmyyyy"""
240,"(16/02/2024 10:08:58 a. m.) ;CargarArchivos;Script Ejecutado FechaConFormato.vbs output: ""16022024"""
241,(16/02/2024 10:08:58 a. m.) ;CargarArchivos;Carpeta Eliminada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
242,(16/02/2024 10:08:59 a. m.) ;CargarArchivos;Carpeta creada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
243,(16/02/2024 10:09:02 a. m.) ;CargarArchivos; Respuesta Gdrive: 1YckBCRCRyADczOkHNhvw6ZQQ0alsDBrb
244,(16/02/2024 10:09:03 a. m.) ;CargarArchivos;Finalizo Tarea
245,(16/02/2024 10:09:03 a. m.) ;MaestraNotificaciones1;Fin Tarea
246,RNFS;ancramir;VDIRPA372;90.128.1.120;GenerarLog;2024216;10:16:11
247,(16/02/2024 10:16:14 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo configuracion.json ID: 1oto3xGnesJQB3ZR61J05u1nlfOpTiJcs
248,(16/02/2024 10:16:15 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo Parametros.xlsx ID: 1qsx1GnRzLNn2Xvvfvws5mKyFlivQ48q1VeyI9lqE9ZU
249,(16/02/2024 10:16:20 a. m.) ;Configuracion;CMD; (Taskkill) ejecutado
250,(16/02/2024 10:16:20 a. m.) ;Configuracion;No aplica;Archivos eliminados de la carpeta 'Archivos'
251,(16/02/2024 10:16:21 a. m.) ;Configuracion;Cargue configuración exitoso
252,(16/02/2024 10:16:21 a. m.) ;MaestraNotificaciones1;Inicio Tarea
253,"(16/02/2024 10:16:21 a. m.) ;CargarArchivos;Se ejecutara script: FechaConFormato.vbs Parametros: ""hoy"" ""ddmmyyyy"""
254,"(16/02/2024 10:16:22 a. m.) ;CargarArchivos;Script Ejecutado FechaConFormato.vbs output: ""16022024"""
255,(16/02/2024 10:16:22 a. m.) ;CargarArchivos;Carpeta Eliminada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
256,(16/02/2024 10:16:23 a. m.) ;CargarArchivos;Carpeta creada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
257,(16/02/2024 10:16:26 a. m.) ;CargarArchivos; Respuesta Gdrive: 1YckBCRCRyADczOkHNhvw6ZQQ0alsDBrb
258,RNFS;ancramir;VDIRPA372;90.128.1.120;GenerarLog;2024216;10:17:47
259,(16/02/2024 10:17:48 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo configuracion.json ID: 1oto3xGnesJQB3ZR61J05u1nlfOpTiJcs
260,(16/02/2024 10:17:49 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo Parametros.xlsx ID: 1qsx1GnRzLNn2Xvvfvws5mKyFlivQ48q1VeyI9lqE9ZU
261,(16/02/2024 10:17:53 a. m.) ;Configuracion;CMD; (Taskkill) ejecutado
262,(16/02/2024 10:17:53 a. m.) ;Configuracion;No aplica;Archivos eliminados de la carpeta 'Archivos'
263,(16/02/2024 10:17:53 a. m.) ;Configuracion;Cargue configuración exitoso
264,(16/02/2024 10:17:54 a. m.) ;MaestraNotificaciones1;Inicio Tarea
265,"(16/02/2024 10:17:54 a. m.) ;CargarArchivos;Se ejecutara script: FechaConFormato.vbs Parametros: ""hoy"" ""ddmmyyyy"""
266,"(16/02/2024 10:17:55 a. m.) ;CargarArchivos;Script Ejecutado FechaConFormato.vbs output: ""16022024"""
267,(16/02/2024 10:17:55 a. m.) ;CargarArchivos;Carpeta Eliminada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
268,(16/02/2024 10:17:56 a. m.) ;CargarArchivos;Carpeta creada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
269,(16/02/2024 10:17:56 a. m.) C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes\ArchivosSoporte_16022024_10.zip
270,(16/02/2024 10:17:58 a. m.) ;CargarArchivos; Respuesta Gdrive: 1YckBCRCRyADczOkHNhvw6ZQQ0alsDBrb
271,(16/02/2024 10:19:22 a. m.) ;CargarArchivos; No aplica; Validando la existencia del archivo: C:\Automation Anywhere Files/Automation Anywhere/My Docs/R_Notificaciones_1/Archivos/ReporteNotificaciones_16022024_10.csv
272,(16/02/2024 10:19:23 a. m.) ;CargarArchivos;Finalizo Tarea
273,(16/02/2024 10:19:23 a. m.) ;MaestraNotificaciones1;Fin Tarea
274,RNFS;ancramir;VDIRPA372;90.128.1.120;GenerarLog;2024216;10:26:6
275,(16/02/2024 10:26:08 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo configuracion.json ID: 1oto3xGnesJQB3ZR61J05u1nlfOpTiJcs
276,(16/02/2024 10:26:09 a. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo Parametros.xlsx ID: 1qsx1GnRzLNn2Xvvfvws5mKyFlivQ48q1VeyI9lqE9ZU
277,(16/02/2024 10:26:13 a. m.) ;Configuracion;CMD; (Taskkill) ejecutado
278,(16/02/2024 10:26:13 a. m.) ;Configuracion;No aplica;Archivos eliminados de la carpeta 'Archivos'
279,(16/02/2024 10:26:13 a. m.) ;Configuracion;Cargue configuración exitoso
280,(16/02/2024 10:26:13 a. m.) ;MaestraNotificaciones1;Inicio Tarea
281,"(16/02/2024 10:26:14 a. m.) ;CargarArchivos;Se ejecutara script: FechaConFormato.vbs Parametros: ""hoy"" ""ddmmyyyy"""
282,"(16/02/2024 10:26:57 a. m.) ;CargarArchivos;Script Ejecutado FechaConFormato.vbs output: ""16022024"""
283,"(16/02/2024 10:26:58 a. m.) ;CargarArchivos;Se ejecutara script: FechaConFormato.vbs Parametros: ""hoy"" ""ddmmyyyy"""
284,RNFS;ancramir;VDIRPA372;90.128.1.120;GenerarLog;2024216;13:32:37
285,(16/02/2024 1:32:40 p. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo configuracion.json ID: 1oto3xGnesJQB3ZR61J05u1nlfOpTiJcs
286,(16/02/2024 1:32:41 p. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo Parametros.xlsx ID: 1qsx1GnRzLNn2Xvvfvws5mKyFlivQ48q1VeyI9lqE9ZU
287,(16/02/2024 1:32:46 p. m.) ;Configuracion;CMD; (Taskkill) ejecutado
288,(16/02/2024 1:32:46 p. m.) ;Configuracion;No aplica;Archivos eliminados de la carpeta 'Archivos'
289,(16/02/2024 1:32:46 p. m.) ;Configuracion;Cargue configuración exitoso
290,(16/02/2024 1:32:46 p. m.) ;MaestraNotificaciones1;Inicio Tarea
291,(16/02/2024 1:32:46 p. m.) ;SubMaestraDescargarDavibox;Inicio Tarea
292,(16/02/2024 1:32:52 p. m.) ;LoginDavibox; Davibox; Taskkill ejecutado
293,(16/02/2024 1:34:00 p. m.) ;LoginDavibox;Davibox;Inicio de sesión en Davibox exitoso.
294,(16/02/2024 1:34:24 p. m.) ;DescargarDavibox;Archivo (Salidas_His_Pro.zip) descargada en carpeta archivos
295,(16/02/2024 1:34:30 p. m.) ;DescargarDavibox;Archivos eliminados de Davibox  (Salidas_His_Pro.zip)
296,(16/02/2024 1:34:44 p. m.) ;DescargarDavibox;Archivo (Salidas_Historicos.zip) descargada en carpeta archivos
297,(16/02/2024 1:34:50 p. m.) ;DescargarDavibox;Archivos eliminados de Davibox  (Salidas_Historicos.zip)
298,(16/02/2024 1:34:59 p. m.) ;SubMaestraDescargarDavibox;Fin Tarea
299,(16/02/2024 1:35:00 p. m.) ;SubMaestraCorreoEstado;Inició tarea
300,(16/02/2024 1:35:09 p. m.) ;LoginC360; Davibox; Taskkill ejecutado
301,(16/02/2024 1:37:01 p. m.) ;LoginC360;C360;Inicio de sesión en C360 exitoso.
302,(16/02/2024 1:37:38 p. m.) ;LoginMasiv; Masiv;Inicio de sesión en Masiv exitoso.
303,(16/02/2024 1:37:38 p. m.) ;SubMaestraCorreoEstado;Fecha de hoy: 16022024
304,(16/02/2024 1:37:38 p. m.) ;SubMaestraCorreoEstado;Copiar archivo (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Templet\Reporte_Notificaciones.xlsx) a (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Templet\Reporte_Notificaciones_Check.xlsx)
305,(16/02/2024 1:37:39 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
306,(16/02/2024 1:38:21 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
307,"(16/02/2024 1:38:21 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295938371"""
308,(16/02/2024 1:38:32 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
309,(16/02/2024 1:39:25 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
310,(16/02/2024 1:40:06 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
311,"(16/02/2024 1:40:06 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295446666"""
312,(16/02/2024 1:40:46 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
313,(16/02/2024 1:41:39 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
314,(16/02/2024 1:42:19 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
315,"(16/02/2024 1:42:19 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295880307"""
316,(16/02/2024 1:43:20 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
317,(16/02/2024 1:44:12 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
318,(16/02/2024 1:44:52 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
319,"(16/02/2024 1:44:52 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295438780"""
320,(16/02/2024 1:45:33 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
321,(16/02/2024 1:46:27 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
322,(16/02/2024 1:47:09 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
323,"(16/02/2024 1:47:09 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295894305"""
324,(16/02/2024 1:47:49 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
325,(16/02/2024 1:48:43 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
326,(16/02/2024 1:48:58 p. m.) ;EnviarCorreoMasiv;No se encontró correo asociado a esta identificación
327,"(16/02/2024 1:48:59 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41296223349"""
328,(16/02/2024 1:49:56 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: REASIGNAR
329,;CambiarEstadoC360;C360; Se adjunta correctamente el archivo
330,(16/02/2024 1:50:52 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
331,(16/02/2024 1:51:34 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
332,"(16/02/2024 1:51:34 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295928399"""
333,(16/02/2024 1:52:14 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
334,(16/02/2024 1:53:07 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
335,(16/02/2024 1:53:49 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
336,"(16/02/2024 1:53:49 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295753685"""
337,(16/02/2024 1:54:30 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
338,(16/02/2024 1:55:31 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
339,(16/02/2024 1:56:13 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
340,"(16/02/2024 1:56:13 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41296164248"""
341,(16/02/2024 1:56:53 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
342,(16/02/2024 1:57:44 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
343,(16/02/2024 1:58:29 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
344,"(16/02/2024 1:58:29 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41296167534"""
345,(16/02/2024 1:59:09 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
346,(16/02/2024 2:00:04 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
347,(16/02/2024 2:00:46 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
348,"(16/02/2024 2:00:46 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295760209"""
349,(16/02/2024 2:01:26 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
350,(16/02/2024 2:02:20 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
351,(16/02/2024 2:03:01 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
352,"(16/02/2024 2:03:01 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295810156"""
353,(16/02/2024 2:03:42 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
354,(16/02/2024 2:04:42 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
355,(16/02/2024 2:04:59 p. m.) ;EnviarCorreoMasiv;No se encontró correo asociado a esta identificación
356,"(16/02/2024 2:05:00 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295704417"""
357,(16/02/2024 2:05:41 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: REASIGNAR
358,;CambiarEstadoC360;C360; Se adjunta correctamente el archivo
359,"(16/02/2024 2:06:38 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41296320916"""
360,(16/02/2024 2:07:17 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: REASIGNAR
361,(16/02/2024 2:08:01 p. m.) ;SubMaestraCorreoEstado;Fin tarea
362,(16/02/2024 2:08:06 p. m.) ;CargarArchivos;Fecha de hoy: 16022024
363,(16/02/2024 2:08:06 p. m.) ;CargarArchivos;Carpeta Eliminada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
364,(16/02/2024 2:08:07 p. m.) ;CargarArchivos;Carpeta creada (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
365,(16/02/2024 2:08:07 p. m.) ;CargarArchivos;Carpeta copiada de (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Archivos\Salidas_His_Pro) a (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
366,(16/02/2024 2:08:07 p. m.) ;CargarArchivos;Carpeta copiada de (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Archivos\Salidas_Historicos) a (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
367,(16/02/2024 2:08:07 p. m.) ;CargarArchivos;Carpeta copiada de (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Archivos\Salidas_Proyecciones) a (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes)
368,(16/02/2024 2:08:08 p. m.) ;CargarArchivos; No aplica; Se cargara a drive el archivo: C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Reportes\ArchivosSoporte_16022024_14.zip en la carpeta con id: 1obD0KgdQVqdTJEN55a0DAm2qINZ5wDZ1
369,(16/02/2024 2:08:10 p. m.) ;CargarArchivos; Respuesta Gdrive: 1wXLKTVmjgp1J60wlUYHxImsoEo7r-499
370,(16/02/2024 2:08:11 p. m.) ;CargarArchivos; No aplica; Validando la existencia del archivo: C:\Automation Anywhere Files/Automation Anywhere/My Docs/R_Notificaciones_1/Archivos/ReporteNotificaciones_16022024_14.csv
371,"(16/02/2024 2:08:11 p. m.) ;CargarArchivos;Macro ejecutada CrearXlsxDesdeCsv parametros: ""C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Archivos\ReporteNotificaciones_16022024_14.csv"""
372,RNFS;ancramir;VDIRPA372;90.128.1.120;GenerarLog;2024216;15:52:21
373,(16/02/2024 3:52:23 p. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo configuracion.json ID: 1oto3xGnesJQB3ZR61J05u1nlfOpTiJcs
374,(16/02/2024 3:52:24 p. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo Parametros.xlsx ID: 1qsx1GnRzLNn2Xvvfvws5mKyFlivQ48q1VeyI9lqE9ZU
375,(16/02/2024 3:52:30 p. m.) ;Configuracion;CMD; (Taskkill) ejecutado
376,(16/02/2024 3:52:30 p. m.) ;Configuracion;No aplica;Archivos eliminados de la carpeta 'Archivos'
377,(16/02/2024 3:52:31 p. m.) ;Configuracion;No aplica;Carpeta 'Salidas_Historicos' eliminada de la carpeta 'Archivos'
378,(16/02/2024 3:52:31 p. m.) ;Configuracion;No aplica;Carpeta 'Salidas_His_Pro' eliminada de la carpeta 'Archivos'
379,(16/02/2024 3:52:31 p. m.) ;Configuracion;No aplica;Carpeta 'Salidas_Proyecciones' eliminada de la carpeta 'Archivos'
380,(16/02/2024 3:52:31 p. m.) ;Configuracion;Cargue configuración exitoso
381,(16/02/2024 3:52:31 p. m.) ;MaestraNotificaciones1;Inicio Tarea
382,(16/02/2024 3:52:31 p. m.) ;SubMaestraDescargarDavibox;Inicio Tarea
383,(16/02/2024 3:52:38 p. m.) ;LoginDavibox; Davibox; Taskkill ejecutado
384,(16/02/2024 3:53:43 p. m.) ;LoginDavibox;Davibox;Inicio de sesión en Davibox exitoso.
385,(16/02/2024 3:54:02 p. m.) ;DescargarDavibox;Archivo (Salidas_His_Pro.zip) descargada en carpeta archivos
386,(16/02/2024 3:54:09 p. m.) ;DescargarDavibox;Archivos eliminados de Davibox  (Salidas_His_Pro.zip)
387,(16/02/2024 3:54:23 p. m.) ;DescargarDavibox;Archivo (Salidas_Historicos.zip) descargada en carpeta archivos
388,(16/02/2024 3:54:29 p. m.) ;DescargarDavibox;Archivos eliminados de Davibox  (Salidas_Historicos.zip)
389,(16/02/2024 3:54:39 p. m.) ;SubMaestraDescargarDavibox;Fin Tarea
390,(16/02/2024 3:54:39 p. m.) ;SubMaestraCorreoEstado;Inició tarea
391,(16/02/2024 3:55:13 p. m.) ;LoginC360; Davibox; Taskkill ejecutado
392,(16/02/2024 3:57:06 p. m.) ;LoginC360;C360;Inicio de sesión en C360 exitoso.
393,(16/02/2024 3:57:29 p. m.) ;LoginMasiv;Masiv;Inicio de sesión en Masiv exitoso.
394,(16/02/2024 3:57:29 p. m.) ;SubMaestraCorreoEstado;Fecha de hoy: 16022024
395,(16/02/2024 3:57:29 p. m.) ;SubMaestraCorreoEstado;Copiar archivo (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Templet\Reporte_Notificaciones.xlsx) a (C:\Automation Anywhere Files\Automation Anywhere\My Docs\R_Notificaciones_1\Templet\Reporte_Notificaciones_Check.xlsx)
396,(16/02/2024 3:57:30 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
397,(16/02/2024 3:58:12 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
398,"(16/02/2024 3:58:12 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295938371"""
399,(16/02/2024 3:58:52 p. m.) ;CambiarEstadoC360;C360; Estado de procesamiento: Generado
400,(16/02/2024 3:59:35 p. m.) ;EnviarCorreoMasiv; Masiv; Persona natural
401,(16/02/2024 4:00:15 p. m.) ;EnviarCorreoMasiv;Email enviado con exito
402,"(16/02/2024 4:00:15 p. m.) ;CambiarEstadoC360;Numero de Radicado: ""1-41295446666"""
403,(16/02/2024 4:01:12 p. m.) ;LoginC360; Davibox; Taskkill ejecutado
404,RNFS;ancramir;VDIRPA372;90.128.1.120;GenerarLog;2024216;16:7:19
405,(16/02/2024 4:07:22 p. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo configuracion.json ID: 1oto3xGnesJQB3ZR61J05u1nlfOpTiJcs
406,(16/02/2024 4:07:23 p. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo Parametros.xlsx ID: 1qsx1GnRzLNn2Xvvfvws5mKyFlivQ48q1VeyI9lqE9ZU
407,RNFS;ancramir;VDIRPA372;90.128.1.120;GenerarLog;2024216;16:34:46
408,(16/02/2024 4:34:48 p. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo configuracion.json ID: 1oto3xGnesJQB3ZR61J05u1nlfOpTiJcs
409,(16/02/2024 4:34:49 p. m.) ;Configuracion;Gsuite;  Descarga exitosa archivo Parametros.xlsx ID: 1qsx1GnRzLNn2Xvvfvws5mKyFlivQ48q1VeyI9lqE9ZU
410,(16/02/2024 4:34:53 p. m.) ;Configuracion;CMD; (Taskkill) ejecutado
